date,cpi_level
2019-07-01,256.161
2019-07-01,256.161
2019-08-01,256.3
2019-08-01,256.3
2019-08-01,256.3
2019-08-01,256.3
2019-08-01,256.3
2019-08-01,256.3
2019-09-01,256.358
2019-09-01,256.358
2019-09-01,256.358
2019-09-01,256.358
2019-09-01,256.358
2019-09-01,256.358
2019-10-01,257.271
2019-10-01,257.271
2019-10-01,257.271
2019-10-01,257.271
2019-10-01,257.271
2019-10-01,257.271
2019-10-01,257.271
2019-11-01,257.936
2019-11-01,257.936
2019-11-01,257.936
2019-11-01,257.936
2019-11-01,257.936
2019-12-01,258.501
2019-12-01,258.501
2019-12-01,258.501
2019-12-01,258.501
2019-12-01,258.501
2020-01-01,258.82
2020-01-01,258.82
2020-01-01,258.82
2020-01-01,258.82
2020-02-01,259.05
2020-02-01,259.05
2020-02-01,259.05
2020-02-01,259.05
2020-02-01,259.05
2020-02-01,259.05
2020-02-01,259.05
2020-03-01,257.953
2020-03-01,257.953
2020-03-01,257.953
2020-03-01,257.953
2020-03-01,257.953
2020-03-01,257.953
2020-03-01,257.953
2020-03-01,257.953
2020-04-01,255.902
2020-04-01,255.902
2020-04-01,255.902
2020-04-01,255.902
2020-04-01,255.902
2020-04-01,255.902
2020-05-01,255.768
2020-05-01,255.768
2020-05-01,255.768
2020-05-01,255.768
2020-05-01,255.768
2020-05-01,255.768
2020-06-01,257.214
2020-06-01,257.214
2020-06-01,257.214
2020-06-01,257.214
2020-06-01,257.214
2020-06-01,257.214
2020-07-01,258.723
2020-07-01,258.723
2020-07-01,258.723
2020-07-01,258.723
2020-07-01,258.723
2020-07-01,258.723
2020-07-01,258.723
2020-07-01,258.723
2020-08-01,259.681
2020-08-01,259.681
2020-08-01,259.681
2020-08-01,259.681
2020-08-01,259.681
2020-09-01,260.209
2020-09-01,260.209
2020-09-01,260.209
2020-09-01,260.209
2020-09-01,260.209
2020-09-01,260.209
2020-09-01,260.209
2020-10-01,260.325
2020-10-01,260.325
2020-10-01,260.325
2020-10-01,260.325
2020-10-01,260.325
2020-10-01,260.325
2020-11-01,260.817
2020-11-01,260.817
2020-11-01,260.817
2020-11-01,260.817
2020-11-01,260.817
2020-11-01,260.817
2020-12-01,261.775
2020-12-01,261.775
2020-12-01,261.775
2020-12-01,261.775
2020-12-01,261.775
2020-12-01,261.775
2021-01-01,262.231
2021-01-01,262.231
2021-01-01,262.231
2021-01-01,262.231
2021-01-01,262.231
2021-01-01,262.231
2021-01-01,262.231
2021-02-01,263.161
2021-02-01,263.161
2021-02-01,263.161
2021-02-01,263.161
2021-02-01,263.161
2021-02-01,263.161
2021-03-01,264.793
2021-03-01,264.793
2021-03-01,264.793
2021-03-01,264.793
2021-03-01,264.793
2021-03-01,264.793
2021-04-01,266.832
2021-04-01,266.832
2021-04-01,266.832
2021-04-01,266.832
2021-04-01,266.832
2021-04-01,266.832
2021-05-01,268.551
2021-05-01,268.551
2021-05-01,268.551
2021-05-01,268.551
2021-05-01,268.551
2021-05-01,268.551
2021-05-01,268.551
2021-06-01,270.981
2021-06-01,270.981
2021-06-01,270.981
2021-06-01,270.981
2021-06-01,270.981
2021-06-01,270.981
2021-06-01,270.981
2021-07-01,272.265
2021-07-01,272.265
2021-07-01,272.265
2021-07-01,272.265
2021-07-01,272.265
2021-07-01,272.265
2021-07-01,272.265
2021-08-01,273.012
2021-08-01,273.012
2021-08-01,273.012
2021-08-01,273.012
2021-08-01,273.012
2021-08-01,273.012
2021-08-01,273.012
2021-09-01,274.138
2021-09-01,274.138
2021-09-01,274.138
2021-09-01,274.138
2021-09-01,274.138
2021-09-01,274.138
2021-10-01,276.724
2021-10-01,276.724
2021-10-01,276.724
2021-10-01,276.724
2021-10-01,276.724
2021-10-01,276.724
2021-11-01,278.88
2021-11-01,278.88
2021-11-01,278.88
2021-11-01,278.88
2021-11-01,278.88
2021-12-01,280.192
2021-12-01,280.192
2021-12-01,280.192
2021-12-01,280.192
2021-12-01,280.192
2021-12-01,280.192
2022-01-01,281.933
2022-01-01,281.933
2022-01-01,281.933
2022-01-01,281.933
2022-01-01,281.933
2022-02-01,284.182
2022-02-01,284.182
2022-02-01,284.182
2022-02-01,284.182
2022-02-01,284.182
2022-03-01,287.708
