"date","savings_rate","wage_yoy","inflation_yoy","borrow_rate","S_star","W_star","I_star","R_star","CFHI"
2018-05-01,3.2,0.298062593144577,0.430125630356537,1.7,14.1210374639769,32.8740418890803,42.4035532413881,68.75,39.5371581486113
2018-06-01,6.8,0.260126347082879,0.337582445712825,1.82,24.4956772334294,32.3609693538483,44.1458272749295,66.4772727272727,41.86993664737
2018-07-01,6.7,0.222304557243436,0.299758516774107,1.91,24.207492795389,31.8494447931848,44.8579234653745,64.7727272727273,41.4218970816689
2018-08-01,6.6,0.443786982248517,0.394248516086848,1.91,23.9193083573487,34.844905891836,43.0789975199822,64.7727272727273,41.6539847604736
2018-09-01,6.2,0.479527849502026,0.281750674530223,1.95,22.7665706051873,35.3282868078951,45.1969500080899,64.0151515151515,41.826739734081
2018-10-01,6.2,0.515463917525771,0.389523756581411,2.19,22.7665706051873,35.8143077361974,43.1679487035053,59.469696969697,40.3046310036468
2018-11-01,6,0.514516721793457,0.408980091008004,2.2,22.1902017291066,35.8014972932519,42.8016519698252,59.280303030303,40.0184135056217
2018-12-01,7.6,0.659340659340657,-0.0371795733841718,2.27,26.8011527377522,37.7601830493167,51.2013239832394,57.9545454545455,43.4293013062134
2019-01-01,7.5,0.694190719766152,-0.0802764991537419,2.4,26.5129682997118,38.2315161597783,52.0126928050804,55.4924242424242,43.0624003767487
2019-02-01,7.3,0.435729847494559,0.150356304875099,2.4,25.9365994236311,34.7359363710196,47.6706599769548,55.4924242424242,40.9589050035074
2019-03-01,6.5,0.544464609800355,0.583758454603389,2.41,23.6311239193084,36.2065304849798,39.511168659904,55.3030303030303,38.6629633418056
2019-04-01,6.2,0.28891296496929,0.728923445259633,2.42,22.7665706051873,32.7502968322634,36.7782046412853,55.1136363636364,36.8521771105931
2019-05-01,6.1,0.10791366906473,0.396225821175067,2.39,22.478386167147,30.3023538419655,43.0417715770362,55.6818181818182,37.8760824419917
2019-06-01,8.1,0.431965442764559,0.136100847982812,2.38,28.2420749279539,34.6850243046196,47.9390418407876,55.8712121212121,41.6843382986433
2019-07-01,7.7,0.57512580877066,0.394270149516962,2.4,27.0893371757925,36.6212109218201,43.0785902359268,55.4924242424242,40.5703906439909
2019-08-01,8.1,0.536480686695273,0.389729930867011,2.13,28.2420749279539,36.0985511223945,43.164067141556,60.6060606060606,42.0276884494912
2019-09-01,8.3,0.357270453733483,0.0769047591163474,2.04,28.8184438040346,33.6748044919115,49.0535032559239,62.3106060606061,43.464339403119
2019-10-01,7.8,0.24902170046246,0.378852906749905,1.83,27.3775216138329,32.2107834555091,43.3688445841564,66.2878787878788,42.3112571103443
2019-11-01,7.9,0.60455192034139,0.615545448162336,1.55,27.6657060518732,37.0191872962103,38.912727470579,71.5909090909091,43.7971324773929
2019-12-01,7.6,0.49680624556423,0.478095082617158,1.55,26.8011527377522,35.561970194964,41.5004512852727,71.5909090909091,43.8636208272245
2020-01-01,7.9,0.708215297450443,0.602088847946325,1.55,27.6657060518732,38.4211929563789,39.1660695748773,71.5909090909091,44.2109694185096
2020-02-01,8.2,0.670667137310277,0.431890081260478,1.58,28.5302593659942,37.9133691278146,42.3703346202089,71.0227272727273,44.9591725966863
2020-03-01,13.1,0.845665961945041,-0.211991442973147,0.65,42.6512968299712,40.2801581472643,54.4924380972854,88.6363636363636,56.5150641777211
2020-04-01,33,5.26131182041389,-1.21520941903108,0.05,100,100,73.3796272122584,100,93.3449068030646
2020-05-01,23.2,3.69466713140467,-0.847053533007947,0.05,71.7579250720461,78.811757992861,66.4485015655347,100,79.2545461576104
2020-06-01,19,-2.13262245918028,0.512696266539536,0.08,59.6541786743516,0,40.8490284440355,99.4318181818182,49.9837563250513
2020-07-01,17.8,-1.21008403361345,1.1553439054143,0.09,56.1959654178674,12.4769627465159,28.7501548399031,99.2424242424242,49.1663768116777
2020-08-01,14.1,0.408858603066431,0.959123531378525,0.1,45.5331412103746,34.3725135515568,32.4443184225644,99.0530303030303,52.8507508718815
2020-09-01,14.3,0.374659400544952,0.574359450068207,0.09,46.1095100864553,33.9099830335907,39.6881200108417,99.2424242424242,54.737509343328
2020-10-01,13.6,0.101798439090595,0.247996580419829,0.09,44.0922190201729,30.2196478055998,45.8324250235723,99.2424242424242,54.8466790229423
2020-11-01,12.9,0.407331975560066,0.233658328497488,0.09,42.0749279538905,34.3518665259188,46.1023656367773,99.2424242424242,55.4428960897527
2020-12-01,13.7,1.05084745762711,0.556996062614035,0.09,44.3804034582132,43.0551557050372,40.015013657437,99.2424242424242,56.6732492657779
2021-01-01,20.5,1.28465179175119,0.542142575062199,0.09,63.9769452449568,46.2172656898302,40.2946544086033,99.2424242424242,62.4328223964536
2021-02-01,13.6,0.367892976588635,0.52946232451534,0.08,44.0922190201729,33.8184698594069,40.5333804839123,99.4318181818182,54.4689718863276
2021-03-01,27.6,0.0668002672010726,0.97700119360411,0.07,84.4380403458213,29.7463115469031,32.1077427277039,99.6212121212121,61.4783266854101
2021-04-01,14.9,0.533155614795078,1.39496353943023,0.07,47.8386167146974,36.053580856573,24.2389305084742,99.6212121212121,51.9380850502392
2021-05-01,12.4,1.23497997329771,1.419221807223,0.06,40.6340057636888,45.5454742378752,23.782229669436,99.8106060606061,52.4430789329015
2021-06-01,9.4,0.728959575878063,1.55491095520777,0.08,31.9884726224784,38.7017510144194,21.2276636030383,99.4318181818182,47.8374263554386
2021-07-01,9.6,0.758825470141877,1.38297753499335,0.1,32.5648414985591,39.105675273609,24.4645862861167,99.0530303030303,48.7970333403288
2021-08-01,9.4,0.952693823915896,0.749499042368296,0.09,31.9884726224784,41.7276671177758,36.3908359905841,99.2424242424242,52.3373499933156
2021-09-01,7.5,0.981996726677581,0.687932712614536,0.08,26.5129682997118,42.1239771423666,37.5499209959617,99.4318181818182,51.4046711549646
2021-10-01,7.3,0.978473581213302,1.35964719499508,0.08,25.9365994236311,42.0763280109157,24.9038173945895,99.4318181818182,48.0871407527386
2021-11-01,6.9,0.583468395461906,1.7297857283558,0.08,24.7838616714697,36.7340410657702,17.9353652284982,99.4318181818182,44.7212715368891
2021-12-01,7.9,1.13049095607234,2.20837680292409,0.08,27.6657060518732,44.1323021257868,8.92511984829837,99.4318181818182,45.0387365519441
2022-01-01,6.4,1.54093097913324,1.88238100056375,0.08,23.342939481268,49.6833390641815,15.0625142299872,99.4318181818182,46.8801527393137
2022-02-01,6.3,1.05599999999999,1.90117613310385,0.08,23.0547550432277,43.1248417771341,14.7086656834123,99.4318181818182,45.0800201713981
